pred.i,pos,neg,AUM,AUC,AUM.margin,pairwise..,pairwise.hinge.loss_pred.prob,pairwise.hinge.loss_pred.real,pairwise.squared.hinge_pred.prob,pairwise.squared.hinge_pred.real,01.loss,logistic.loss,hinge.loss,squared.hinge
242,1,-0.75,0,1,0.25,.,0.589762722194602,0,0.347820068490387,0,0,0.700132693633123,0.25,0.0625
243,1.25,-0.75,0,1,0,.,0.543521439649916,0,0.295415555359117,0,0,0.638800087460273,0.25,0.0625
244,1.5,-0.75,0,1,0,.,0.503246824630963,0,0.253257366501148,0,0,0.588284284097652,0.25,0.0625
245,1.75,-0.75,0,1,0,.,0.468868498856296,0,0.219837669219757,0,0,0.547095156552987,0.25,0.0625
246,2,-0.75,0,1,0,.,0.440024222846725,0,0.193621316691864,0,0,0.513799017157873,0.25,0.0625
247,2.25,-0.75,0,1,0,.,0.416170765723717,0,0.173198106243065,0,0,0.487077565031647,0.25,0.0625
248,2.5,-0.75,0,1,0,.,0.39667948084585,0,0.157354610524133,0,0,0.46576074040745,0.25,0.0625
249,2.75,-0.75,0,1,0,.,0.380907950998615,0,0.145090867133963,0,0,0.448838595118099,0.25,0.0625
250,3,-0.75,0,1,0,.,0.368247174002174,0,0.135605981160587,0,0,0.435458357688642,0.25,0.0625
251,-3,-0.5,2.5,0,4.5,.,1.33011479562058,3.5,1.76920536952877,12.25,1,3.52266433575385,4.5,16.25
252,-2.75,-0.5,2.25,0,4.25,.,1.31745401862414,3.25,1.73568509118889,10.5625,1,3.28604457318331,4.25,14.3125
253,-2.5,-0.5,2,0,4,.,1.3016824887769,3,1.69437730158843,9,1,3.05296671847266,4,12.5
254,-2.25,-0.5,1.75,0,3.75,.,1.28219120389904,2.75,1.64401428335606,7.5625,1,2.82428354309685,3.75,10.8125
255,-2,-0.5,1.5,0,3.5,.,1.25833774677603,2.5,1.58341388496137,6.25,1,2.60100499522308,3.5,9.25
256,-1.75,-0.5,1.25,0,3.25,.,1.22949347076646,2.25,1.51165419465735,5.0625,1,2.38430113461819,3.25,7.8125
257,-1.5,-0.5,1,0,3,.,1.19511514499179,2,1.42830020978875,4,1,2.17549026216286,3,6.5
258,-1.25,-0.5,0.75,0,2.75,.,1.15484052997284,1.75,1.33365664966794,3.0625,1,1.97600606552548,2.75,5.3125
259,-1,-0.5,0.5,0,2.5,.,1.10859924742815,1.5,1.22899229139826,2.25,1,1.78733867169833,2.5,4.25
260,-0.75,-0.5,0.25,0,2.25,.,1.05671936797354,1.25,1.11665582265039,1.5625,1,1.61094799029501,2.25,3.3125
261,-0.5,-0.5,0,0.5,2,.,1,1,1,1,1,1.44815396836021,2,2.5
262,-0.25,-0.5,0,1,1.75,.,0.939717169683943,0.75,0.883068358998802,0.5625,1,1.30001640405895,1.75,1.8125
263,0,-0.5,0,1,1.5,.,0.877540668798145,0.5,0.770077625394696,0.25,1,1.16722416474005,1.5,1.25
264,0.25,-0.5,0,1,1.25,.,0.815364167912347,0.25,0.664818726315395,0.0625,0,1.05001640405895,1.25,0.8125
265,0.5,-0.5,0,1,1,.,0.755081337596291,0,0.570147826386204,0,0,0.948153968360213,1,0.5
266,0.75,-0.5,0,1,0.75,.,0.698361969622753,0,0.48770944061537,0,0,0.860947990295007,0.75,0.3125
267,1,-0.5,0,1,0.5,.,0.646482090168141,0,0.417939092908168,0,0,0.78733867169833,0.5,0.25
268,1.25,-0.5,0,1,0.25,.,0.600240807623454,0,0.360289027136457,0,0,0.72600606552548,0.5,0.25
269,1.5,-0.5,0,1,0,.,0.559966192604502,0,0.313562136859982,0,0,0.675490262162859,0.5,0.25
270,1.75,-0.5,0,1,0,.,0.525587866829835,0,0.276242605758736,0,0,0.634301134618194,0.5,0.25
271,2,-0.5,0,1,0,.,0.496743590820263,0,0.246754195021009,0,0,0.601004995223079,0.5,0.25
272,2.25,-0.5,0,1,0,.,0.472890133697255,0,0.223625078548208,0,0,0.574283543096854,0.5,0.25
273,2.5,-0.5,0,1,0,.,0.453398848819389,0,0.205570516110747,0,0,0.552966718472656,0.5,0.25
274,2.75,-0.5,0,1,0,.,0.437627318972153,0,0.191517670310755,0,0,0.536044573183305,0.5,0.25
275,3,-0.5,0,1,0,.,0.424966541975712,0,0.180596561798795,0,0,0.522664335753849,0.5,0.25
276,-3,-0.25,2.75,0,4.75,.,1.39039762593664,3.75,1.93320555821023,14.0625,1,3.62452677145259,4.75,16.5625
277,-2.75,-0.25,2.5,0,4.5,.,1.37773684894019,3.5,1.89815882492766,12.25,1,3.38790700888204,4.5,14.625
278,-2.5,-0.25,2.25,0,4.25,.,1.36196531909296,3.25,1.85494953041198,10.5625,1,3.15482915417139,4.25,12.8125
279,-2.25,-0.25,2,0,4,.,1.34247403421509,3,1.80223653254175,9,1,2.92614597879559,4,11.125
280,-2,-0.25,1.75,0,3.75,.,1.31862057709208,2.75,1.73876022633066,7.5625,1,2.70286743092182,3.75,9.5625
281,-1.75,-0.25,1.5,0,3.5,.,1.28977630108251,2.5,1.66352290683409,6.25,1,2.48616357031693,3.5,8.125
282,-1.5,-0.25,1.25,0,3.25,.,1.25539797530785,2.25,1.57602407640704,5.0625,1,2.2773526978616,3.25,6.8125
283,-1.25,-0.25,1,0,3,.,1.21512336028889,2,1.47652478071977,4,1,2.07786850122422,3,5.625
284,-1,-0.25,0.75,0,2.75,.,1.16888207774421,1.75,1.36628531167161,3.0625,1,1.88920110739707,2.75,4.5625
285,-0.75,-0.25,0.5,0,2.5,.,1.11700219828959,1.5,1.24769391098379,2.25,1,1.71281042599374,2.5,3.625
286,-0.5,-0.25,0.25,0,2.25,.,1.06028283031606,1.25,1.12419968026303,1.5625,1,1.55001640405895,2.25,2.8125
287,-0.25,-0.25,0,0.5,2,.,1,1,1,1,1,1.40187883975769,2,2.125
288,0,-0.25,0,1,1.75,.,0.937823499114202,0.75,0.879512915490805,0.5625,1,1.26908660043879,1.75,1.5625
289,0.25,-0.25,0,1,1.5,.,0.875646998228404,0.5,0.766757665506414,0.25,0,1.15187883975769,1.5,1.125
290,0.5,-0.25,0,1,1.25,.,0.815364167912347,0.25,0.664818726315395,0.0625,0,1.05001640405895,1.25,0.8125
291,0.75,-0.25,0,1,1,.,0.758644799938809,0,0.575541932474196,0,0,0.962810425993744,1,0.625
292,1,-0.25,0,1,0.75,.,0.706764920484197,0,0.499516652827033,0,0,0.889201107397066,0.75,0.5625
293,1.25,-0.25,0,1,0.5,.,0.660523637939511,0,0.436291476276846,0,0,0.827868501224217,0.75,0.5625
294,1.5,-0.25,0,1,0.25,.,0.620249022920558,0,0.384708850433907,0,0,0.777352697861596,0.75,0.5625
295,1.75,-0.25,0,1,0,.,0.585870697145891,0,0.343244473774213,0,0,0.736163570316931,0.75,0.5625
296,2,-0.25,0,1,0,.,0.55702642113632,0,0.310278433843937,0,0,0.702867430921816,0.75,0.5625
297,2.25,-0.25,0,1,0,.,0.533172964013311,0,0.28427340955474,0,0,0.676145978795591,0.75,0.5625
298,2.5,-0.25,0,1,0,.,0.513681679135445,0,0.263868867479411,0,0,0.654829154171393,0.75,0.5625
299,2.75,-0.25,0,1,0,.,0.49791014928821,0,0.247914516764207,0,0,0.637907008882042,0.75,0.5625
300,3,-0.25,0,1,0,.,0.485249372291769,0,0.235466953309555,0,0,0.624526771452586,0.75,0.5625
301,-3,0,3,0,5,.,1.45257412682243,4,2.10997159391395,16,1,3.74173453213369,5,17
302,-2.75,0,2.75,0,4.75,.,1.43991334982599,3.75,2.07335045500711,14.0625,1,3.50511476956314,4.75,15.0625
303,-2.5,0,2.5,0,4.5,.,1.42414181997876,3.5,2.02817992341241,12.25,1,3.2720369148525,4.5,13.25
304,-2.25,0,2.25,0,4.25,.,1.40465053510089,3.25,1.97304312575922,10.5625,1,3.04335373947669,4.25,11.5625
305,-2,0,2,0,4,.,1.38079707797788,3,1.90660057055226,9,1,2.82007519160292,4,10
306,-1.75,0,1.75,0,3.75,.,1.35195280196831,2.75,1.82777637874997,7.5625,1,2.60337133099803,3.75,8.5625
307,-1.5,0,1.5,0,3.5,.,1.31757447619364,2.5,1.73600250031695,6.25,1,2.3945604585427,3.5,7.25
308,-1.25,0,1.25,0,3.25,.,1.27729986117469,2.25,1.63149493535689,5.0625,1,2.19507626190532,3.25,6.0625
309,-1,0,1,0,3,.,1.23105857863,2,1.51550522401853,4,1,2.00640886807817,3,5
310,-0.75,0,0.75,0,2.75,.,1.17917869917539,1.75,1.39046240458897,3.0625,1,1.83001818667485,2.75,4.0625
311,-0.5,0,0.5,0,2.5,.,1.12245933120185,1.5,1.25991495020211,2.25,1,1.66722416474005,2.5,3.25
312,-0.25,0,0.25,0,2.25,.,1.0621765008858,1.25,1.128218919034,1.5625,1,1.51908660043879,2.25,2.5625
313,0,0,0,0.5,2,.,1,1,1,1,1,1.38629436111989,2,2
314,0.25,0,0,1,1.75,.,0.937823499114202,0.75,0.879512915490805,0.5625,0,1.26908660043879,1.75,1.5625
315,0.5,0,0,1,1.5,.,0.877540668798145,0.5,0.770077625394696,0.25,0,1.16722416474005,1.5,1.25
316,0.75,0,0,1,1.25,.,0.820821300824607,0.25,0.6737476078874,0.0625,0,1.08001818667485,1.25,1.0625
317,1,0,0,1,1,.,0.768941421369995,0,0.591270909498508,0,0,1.00640886807817,1,1
318,1.25,0,0,1,0.75,.,0.722700138825309,0,0.522295490658121,0,0,0.945076261905318,1,1
319,1.5,0,0,1,0.5,.,0.682425523806356,0,0.46570459554238,0,0,0.894560458542698,1,1
320,1.75,0,0,1,0.25,.,0.648047198031689,0,0.419965170876724,0,0,0.853371330998033,1,1
321,2,0,0,1,0,.,0.619202922022118,0,0.383412258640729,0,0,0.820075191602918,1,1
322,2.25,0,0,1,0,.,0.59534946489911,0,0.354440985355656,0,0,0.793353739476692,1,1
323,2.5,0,0,1,0,.,0.575858180021243,0,0.331612643497379,0,0,0.772036914852495,1,1
324,2.75,0,0,1,0,.,0.560086650174008,0,0.313697055703141,0,0,0.755114769563144,1,1
325,3,0,0,1,0,.,0.547425873177567,0,0.299675086624221,0,0,0.741734532133687,1,1
326,-3,0.25,3.25,0,5.25,.,1.51475062770823,4.25,2.29446946414248,18.0625,2,3.87452677145259,5.25,17.5625
327,-2.75,0.25,3,0,5,.,1.50208985071179,4,2.25627391961137,16,2,3.63790700888204,5,15.625
328,-2.5,0.25,2.75,0,4.75,.,1.48631832086455,3.75,2.20914215093763,14.0625,2,3.40482915417139,4.75,13.8125
329,-2.25,0.25,2.5,0,4.5,.,1.46682703598669,3.5,2.15158155350149,12.25,2,3.17614597879559,4.5,12.125
330,-2,0.25,2.25,0,4.25,.,1.44297357886368,3.25,2.08217274929866,10.5625,2,2.95286743092182,4.25,10.5625
331,-1.75,0.25,2,0,4,.,1.41412930285411,3,1.99976168519065,9,2,2.73616357031693,4,9.125
332,-1.5,0.25,1.75,0,3.75,.,1.37975097707944,2.75,1.90371275875167,7.5625,2,2.5273526978616,3.75,7.8125
333,-1.25,0.25,1.5,0,3.5,.,1.33947636206049,2.5,1.7941969245188,6.25,2,2.32786850122422,3.5,6.625
334,-1,0.25,1.25,0,3.25,.,1.2932350795158,2.25,1.67245697089025,5.0625,2,2.13920110739707,3.25,5.5625
335,-0.75,0.25,1,0,3,.,1.24135520006119,2,1.54096273271896,4,2,1.96281042599374,3,4.625
336,-0.5,0.25,0.75,0,2.75,.,1.18463583208765,1.75,1.40336205466601,3.0625,2,1.80001640405895,2.75,3.8125
337,-0.25,0.25,0.5,0,2.5,.,1.1243530017716,1.5,1.2641696725928,2.25,2,1.65187883975769,2.5,3.125
338,0,0.25,0.25,0,2.25,.,1.0621765008858,1.25,1.128218919034,1.5625,2,1.51908660043879,2.25,2.5625
339,0.25,0.25,0,0.5,2,.,1,1,1,1,1,1.40187883975769,2,2.125
340,0.5,0.25,0,1,1.75,.,0.939717169683943,0.75,0.883068358998802,0.5625,1,1.30001640405895,1.75,1.8125
341,0.75,0.25,0,1,1.5,.,0.882997801710405,0.5,0.779685117825408,0.25,1,1.21281042599374,1.5,1.625
342,1,0.25,0,1,1.25,.,0.831117922255793,0.25,0.690757000694787,0.0625,1,1.13920110739707,1.25,1.5625
343,1.25,0.25,0,1,1,.,0.784876639711107,0,0.616031339564199,0,1,1.07786850122422,1.25,1.5625
344,1.5,0.25,0,1,0.75,.,0.744602024692154,0,0.554432175175656,0,1,1.0273526978616,1.25,1.5625
345,1.75,0.25,0,1,0.5,.,0.710223698917488,0,0.504417702504038,0,1,0.986163570316931,1.25,1.5625
346,2,0.25,0,1,0.25,.,0.681379422907916,0,0.464277917962324,0,1,0.952867430921816,1.25,1.5625
347,2.25,0.25,0,1,0,.,0.657525965784908,0,0.432340395681375,0,1,0.926145978795591,1.25,1.5625
348,2.5,0.25,0,1,0,.,0.638034680907042,0,0.40708825404015,0,1,0.904829154171393,1.25,1.5625
349,2.75,0.25,0,1,0,.,0.622263151059806,0,0.387211429166879,0,1,0.887907008882042,1.25,1.5625
350,3,0.25,0,1,0,.,0.609602374063365,0,0.37161505446369,0,1,0.874526771452586,1.25,1.5625
351,-3,0.5,3.5,0,5.5,.,1.57503345802429,4.5,2.48073039389595,20.25,2,4.02266433575385,5.5,18.25
352,-2.75,0.5,3.25,0,5.25,.,1.56237268102785,4.25,2.44100839442214,18.0625,2,3.78604457318331,5.25,16.3125
353,-2.5,0.5,3,0,5,.,1.54660115118061,4,2.39197512083319,16,2,3.55296671847266,5,14.5
354,-2.25,0.5,2.75,0,4.75,.,1.52710986630275,3.75,2.33206454375919,14.0625,2,3.32428354309685,4.75,12.8125
355,-2,0.5,2.5,0,4.5,.,1.50325640917974,3.5,2.25977983173996,12.25,2,3.10100499522308,4.5,11.25
356,-1.75,0.5,2.25,0,4.25,.,1.47441213317017,3.25,2.1738911384394,10.5625,2,2.88430113461819,4.25,9.8125
357,-1.5,0.5,2,0,4,.,1.4400338073955,3,2.07369736644197,9,2,2.67549026216286,4,8.5
358,-1.25,0.5,1.75,0,3.75,.,1.39975919237655,2.75,1.95932579664264,7.5625,2,2.47600606552548,3.75,7.3125
359,-1,0.5,1.5,0,3.5,.,1.35351790983186,2.5,1.83201073223561,6.25,2,2.28733867169833,3.5,6.25
360,-0.75,0.5,1.25,0,3.25,.,1.30163803037725,2.25,1.69426156212436,5.0625,2,2.11094799029501,3.25,5.3125
361,-0.5,0.5,1,0,3,.,1.24491866240371,2,1.54982247600104,4,2,1.94815396836021,3,4.5
362,-0.25,0.5,0.75,0,2.75,.,1.18463583208765,1.75,1.40336205466601,3.0625,2,1.80001640405895,2.75,3.8125
363,0,0.5,0.5,0,2.5,.,1.12245933120185,1.5,1.25991495020211,2.25,2,1.66722416474005,2.5,3.25
364,0.25,0.5,0.25,0,2.25,.,1.06028283031606,1.25,1.12419968026303,1.5625,1,1.55001640405895,2.25,2.8125
365,0.5,0.5,0,0.5,2,.,1,1,1,1,1,1.44815396836021,2,2.5
366,0.75,0.5,0,1,1.75,.,0.943280632026462,0.75,0.889778350756241,0.5625,1,1.36094799029501,1.75,2.3125
367,1,0.5,0,1,1.5,.,0.89140075257185,0.5,0.79459530168566,0.25,1,1.28733867169833,1.5,2.25
368,1.25,0.5,0,1,1.25,.,0.845159470027164,0.25,0.714294529776596,0.0625,1,1.22600606552548,1.5,2.25
369,1.5,0.5,0,1,1,.,0.804884855008211,0,0.647839629821589,0,1,1.17549026216286,1.5,2.25
370,1.75,0.5,0,1,0.75,.,0.770506529233544,0,0.593680311591522,0,1,1.13430113461819,1.5,2.25
371,2,0.5,0,1,0.5,.,0.741662253223972,0,0.55006289785726,0,1,1.10100499522308,1.5,2.25
372,2.25,0.5,0,1,0.25,.,0.717808796100964,0,0.515249467759915,0,1,1.07428354309685,1.5,2.25
373,2.5,0.5,0,1,0,.,0.698317511223098,0,0.487647346480822,0,1,1.05296671847266,1.5,2.25
374,2.75,0.5,0,1,0,.,0.682545981375862,0,0.465869016692339,0,1,1.03604457318331,1.5,2.25
375,3,0.5,0,1,0,.,0.669885204379421,0,0.448746187046459,0,1,1.02266433575385,1.5,2.25
376,-3,0.75,3.75,0,5.75,.,1.63175282599783,4.75,2.66261728515189,22.5625,2,4.18545835768864,5.75,19.0625
377,-2.75,0.75,3.5,0,5.5,.,1.61909204900139,4.5,2.6214590631395,20.25,2,3.9488385951181,5.5,17.125
378,-2.5,0.75,3.25,0,5.25,.,1.60332051915415,4.25,2.57063668714073,18.0625,2,3.71576074040745,5.25,15.3125
379,-2.25,0.75,3,0,5,.,1.58382923427628,4,2.5085150433482,16,2,3.48707756503165,5,13.625
380,-2,0.75,2.75,0,4.75,.,1.55997577715328,3.75,2.43352442530497,14.0625,2,3.26379901715787,4.75,12.0625
381,-1.75,0.75,2.5,0,4.5,.,1.5311315011437,3.5,2.34436367379457,12.25,2,3.04709515655299,4.5,10.625
382,-1.5,0.75,2.25,0,4.25,.,1.49675317536904,3.25,2.24027006797729,10.5625,2,2.83828428409765,4.25,9.3125
383,-1.25,0.75,2,0,4,.,1.45647856035008,3,2.12132979675945,9,2,2.63880008746027,4,8.125
384,-1,0.75,1.75,0,3.75,.,1.4102372778054,2.75,1.98876917971198,7.5625,2,2.45013269363312,3.75,7.0625
385,-0.75,0.75,1.5,0,3.5,.,1.35835739835079,2.5,1.84513482165432,6.25,2,2.2737420122298,3.5,6.125
386,-0.5,0.75,1.25,0,3.25,.,1.30163803037725,2.25,1.69426156212436,5.0625,2,2.11094799029501,3.25,5.3125
387,-0.25,0.75,1,0,3,.,1.24135520006119,2,1.54096273271896,4,2,1.96281042599374,3,4.625
388,0,0.75,0.75,0,2.75,.,1.17917869917539,1.75,1.39046240458897,3.0625,2,1.83001818667485,2.75,4.0625
389,0.25,0.75,0.5,0,2.5,.,1.11700219828959,1.5,1.24769391098379,2.25,1,1.71281042599374,2.5,3.625
390,0.5,0.75,0.25,0,2.25,.,1.05671936797354,1.25,1.11665582265039,1.5625,1,1.61094799029501,2.25,3.3125
391,0.75,0.75,0,0.5,2,.,1,1,1,1,1,1.5237420122298,2,3.125
392,1,0.75,0,1,1.75,.,0.948120120545388,0.75,0.898931762983001,0.5625,1,1.45013269363312,1.75,3.0625
393,1.25,0.75,0,1,1.5,.,0.901878838000702,0.5,0.813385438433496,0.25,1,1.38880008746027,1.75,3.0625
394,1.5,0.75,0,1,1.25,.,0.861604222981749,0.25,0.742361837059984,0.0625,1,1.33828428409765,1.75,3.0625
395,1.75,0.75,0,1,1,.,0.827225897207083,0,0.684302685010063,0,1,1.29709515655299,1.75,3.0625
396,2,0.75,0,1,0.75,.,0.798381621197511,0,0.637413213065965,0,1,1.26379901715787,1.75,3.0625
397,2.25,0.75,0,1,0.5,.,0.774528164074502,0,0.599893876944619,0,1,1.23707756503165,1.75,3.0625
398,2.5,0.75,0,1,0.25,.,0.755036879196636,0,0.570080688946996,0,1,1.21576074040745,1.75,3.0625
399,2.75,0.75,0,1,0,.,0.739265349349401,0,0.546513256748691,0,1,1.1988385951181,1.75,3.0625
400,3,0.75,0,1,0,.,0.72660457235296,0,0.527954204564227,0,1,1.18545835768864,1.75,3.0625
401,-3,1,4,0,6,.,1.68363270545244,5,2.8346190868691,25,2,4.36184903909196,6,20
402,-2.75,1,3.75,0,5.75,.,1.670971928456,4.75,2.79214718568795,22.5625,2,4.12522927652142,5.75,18.0625
403,-2.5,1,3.5,0,5.5,.,1.65520039860876,4.5,2.7396883595546,20.25,2,3.89215142181077,5.5,16.25
404,-2.25,1,3.25,0,5.25,.,1.6357091137309,4.25,2.67554430474231,18.0625,2,3.66346824643497,5.25,14.5625
405,-2,1,3,0,5,.,1.61185565660789,4,2.59807865773884,16,2,3.4401896985612,5,13
406,-1.75,1,2.75,0,4.75,.,1.58301138059832,3.75,2.50592503110379,14.0625,2,3.22348583795631,4.75,11.5625
407,-1.5,1,2.5,0,4.5,.,1.54863305482365,3.5,2.39826433849243,12.25,2,3.01467496550098,4.5,10.25
408,-1.25,1,2.25,0,4.25,.,1.5083584398047,3.25,2.27514518293006,10.5625,2,2.8151907688636,4.25,9.0625
409,-1,1,2,0,4,.,1.46211715726001,3,2.13778658155409,9,2,2.62652337503645,4,8
410,-0.75,1,1.75,0,3.75,.,1.4102372778054,2.75,1.98876917971198,7.5625,2,2.45013269363312,3.75,7.0625
411,-0.5,1,1.5,0,3.5,.,1.35351790983186,2.5,1.83201073223561,6.25,2,2.28733867169833,3.5,6.25
412,-0.25,1,1.25,0,3.25,.,1.2932350795158,2.25,1.67245697089025,5.0625,2,2.13920110739707,3.25,5.5625
413,0,1,1,0,3,.,1.23105857863,2,1.51550522401853,4,2,2.00640886807817,3,5
414,0.25,1,0.75,0,2.75,.,1.16888207774421,1.75,1.36628531167161,3.0625,1,1.88920110739707,2.75,4.5625
415,0.5,1,0.5,0,2.5,.,1.10859924742815,1.5,1.22899229139826,2.25,1,1.78733867169833,2.5,4.25
416,0.75,1,0.25,0,2.25,.,1.05187987945461,1.25,1.10645128080145,1.5625,1,1.70013269363312,2.25,4.0625
417,1,1,0,0.5,2,.,1,1,1,1,1,1.62652337503645,2,4
418,1.25,1,0,1,1.75,.,0.953758717455314,0.75,0.909655691122005,0.5625,1,1.5651907688636,2,4
419,1.5,1,0,1,1.5,.,0.913484102436361,0.5,0.834453205403965,0.25,1,1.51467496550098,2,4
420,1.75,1,0,1,1.25,.,0.879105776661694,0.25,0.772826966559961,0.0625,1,1.47348583795631,2,4
421,2,1,0,1,1,.,0.850261500652123,0,0.7229446194912,0,1,1.4401896985612,2,4
422,2.25,1,0,1,0.75,.,0.826408043529114,0,0.682950254409619,0,1,1.41346824643497,2,4
423,2.5,1,0,1,0.5,.,0.806916758651248,0,0.651114655392237,0,1,1.39215142181077,2,4
424,2.75,1,0,1,0.25,.,0.791145228804013,0,0.625910773059353,0,1,1.37522927652142,2,4
425,3,1,0,1,0,.,0.778484451807572,0,0.606038041706135,0,1,1.36184903909196,2,4
426,-3,1.25,4.25,0,6.25,.,1.72987398799712,5.25,2.99246401434908,27.5625,2,4.55051643291912,6.25,21.0625
427,-2.75,1.25,4,0,6,.,1.71721321100068,5,2.94882121203528,25,2,4.31389667034857,6,19.125
428,-2.5,1.25,3.75,0,5.75,.,1.70144168115345,4.75,2.89490379436627,22.5625,2,4.08081881563792,5.75,17.3125
429,-2.25,1.25,3.5,0,5.5,.,1.68195039627558,4.5,2.82895713553159,20.25,2,3.85213564026212,5.5,15.625
430,-2,1.25,3.25,0,5.25,.,1.65809693915257,4.25,2.74928545962713,18.0625,2,3.62885709238835,5.25,14.0625
431,-1.75,1.25,3,0,5,.,1.629252663143,4,2.65446424035856,16,2,3.41215323178346,5,12.625
432,-1.5,1.25,2.75,0,4.75,.,1.59487433736833,3.75,2.54362415199609,14.0625,2,3.20334235932813,4.75,11.3125
433,-1.25,1.25,2.5,0,4.5,.,1.55459972234938,3.5,2.41678029672878,12.25,2,3.00385816269075,4.5,10.125
434,-1,1.25,2.25,0,4.25,.,1.5083584398047,3.25,2.27514518293006,10.5625,2,2.8151907688636,4.25,9.0625
435,-0.75,1.25,2,0,4,.,1.45647856035008,3,2.12132979675945,9,2,2.63880008746027,4,8.125
436,-0.5,1.25,1.75,0,3.75,.,1.39975919237655,2.75,1.95932579664264,7.5625,2,2.47600606552548,3.75,7.3125
437,-0.25,1.25,1.5,0,3.5,.,1.33947636206049,2.5,1.7941969245188,6.25,2,2.32786850122422,3.5,6.625
438,0,1.25,1.25,0,3.25,.,1.27729986117469,2.25,1.63149493535689,5.0625,2,2.19507626190532,3.25,6.0625
439,0.25,1.25,1,0,3,.,1.21512336028889,2,1.47652478071977,4,1,2.07786850122422,3,5.625
440,0.5,1.25,0.75,0,2.75,.,1.15484052997284,1.75,1.33365664966794,3.0625,1,1.97600606552548,2.75,5.3125
441,0.75,1.25,0.5,0,2.5,.,1.0981211619993,1.5,1.20587008643069,2.25,1,1.88880008746027,2.5,5.125
442,1,1.25,0.25,0,2.25,.,1.04624128254469,1.25,1.09462082130075,1.5625,1,1.8151907688636,2.25,5.0625
443,1.25,1.25,0,0.5,2,.,1,1,1,1,1,1.75385816269075,2.25,5.0625
444,1.5,1.25,0,1,1.75,.,0.959725384981047,0.75,0.92107281457702,0.5625,1,1.70334235932813,2.25,5.0625
445,1.75,1.25,0,1,1.5,.,0.92534705920638,0.5,0.856267179981897,0.25,1,1.66215323178346,2.25,5.0625
446,2,1.25,0,1,1.25,.,0.896502783196809,0.25,0.803717240279624,0.0625,1,1.62885709238835,2.25,5.0625
447,2.25,1.25,0,1,1,.,0.872649326073801,0,0.761516846297058,0,1,1.60213564026212,2.25,5.0625
448,2.5,1.25,0,1,0.75,.,0.853158041195935,0,0.727878643257284,0,1,1.58081881563792,2.25,5.0625
449,2.75,1.25,0,1,0.5,.,0.837386511348699,0,0.701216169388744,0,1,1.56389667034857,2.25,5.0625
450,3,1.25,0,1,0.25,.,0.824725734352258,0,0.680172536902871,0,1,1.55051643291912,2.25,5.0625
451,-3,1.5,4.5,0,6.5,.,1.77014860301608,5.5,3.13342607675977,30.25,2,4.75000062955649,6.5,22.25
452,-2.75,1.5,4.25,0,6.25,.,1.75748782601964,5.25,3.08876345860723,27.5625,2,4.51338086698595,6.25,20.3125
453,-2.5,1.5,4,0,6,.,1.7417162961724,5,3.0335756563525,25,2,4.2803030122753,6,18.5
454,-2.25,1.5,3.75,0,5.75,.,1.72222501129453,4.75,2.96605898952846,22.5625,2,4.0516198368995,5.75,16.8125
455,-2,1.5,3.5,0,5.5,.,1.69837155417153,4.5,2.88446593601901,20.25,2,3.82834128902573,5.5,15.25
456,-1.75,1.5,3.25,0,5.25,.,1.66952727816195,4.25,2.78732133252686,18.0625,2,3.61163742842084,5.25,13.8125
457,-1.5,1.5,3,0,5,.,1.63514895238729,4,2.67371209649324,16,2,3.40282655596551,5,12.5
458,-1.25,1.5,2.75,0,4.75,.,1.59487433736834,3.75,2.54362415199609,14.0625,2,3.20334235932813,4.75,11.3125
459,-1,1.5,2.5,0,4.5,.,1.54863305482365,3.5,2.39826433849243,12.25,2,3.01467496550098,4.5,10.25
460,-0.75,1.5,2.25,0,4.25,.,1.49675317536904,3.25,2.24027006797729,10.5625,2,2.83828428409765,4.25,9.3125
461,-0.5,1.5,2,0,4,.,1.4400338073955,3,2.07369736644197,9,2,2.67549026216286,4,8.5
462,-0.25,1.5,1.75,0,3.75,.,1.37975097707944,2.75,1.90371275875167,7.5625,2,2.5273526978616,3.75,7.8125
463,0,1.5,1.5,0,3.5,.,1.31757447619364,2.5,1.73600250031695,6.25,2,2.3945604585427,3.5,7.25
464,0.25,1.5,1.25,0,3.25,.,1.25539797530785,2.25,1.57602407640704,5.0625,1,2.2773526978616,3.25,6.8125
465,0.5,1.5,1,0,3,.,1.19511514499179,2,1.42830020978875,4,1,2.17549026216286,3,6.5
466,0.75,1.5,0.75,0,2.75,.,1.13839577701825,1.75,1.29594494513299,3.0625,1,2.08828428409765,2.75,6.3125
467,1,1.5,0.5,0,2.5,.,1.08651589756364,1.5,1.18051679565852,2.25,1,2.01467496550098,2.5,6.25
468,1.25,1.5,0.25,0,2.25,.,1.04027461501895,1.25,1.08217127465283,1.5625,1,1.95334235932813,2.5,6.25
469,1.5,1.5,0,0.5,2,.,1,1,1,1,1,1.9028265559655,2.5,6.25
470,1.75,1.5,0,1,1.75,.,0.965621674225333,0.75,0.932425217733735,0.5625,1,1.86163742842084,2.5,6.25
471,2,1.5,0,1,1.5,.,0.936777398215761,0.5,0.877551893807891,0.25,1,1.82834128902573,2.5,6.25
472,2.25,1.5,0,1,1.25,.,0.912923941092753,0.25,0.833430122220325,0.0625,1,1.8016198368995,2.5,6.25
473,2.5,1.5,0,1,1,.,0.893432656214887,0,0.798221911191189,0,1,1.7803030122753,2.5,6.25
